Beijing, December 30, 2025	各位专家，各位朋友：
Gyeongju, November 1, 2025	2025年11月1日，庆州
Gyeongju, October 31, 2025	2025年10月31日，庆州
– Putting the people first	坚持人民至上。
Malaysia, October 27, 2025	2025年10月27日，吉隆坡
Beijing, September 8, 2025	2025年9月8日，北京
The rules and tools exist.	规则和工具已然存在。
Nanning, September 17, 2025	2025年9月17日，南宁
II. Putting the People First	二、坚持人民至上
New York, September 23, 2025	2025年9月23日，纽约
Xinhua s Interview with Putin	俄罗斯总统普京接受新华社专访
The world is awaiting answers.	世界期待答案。
Ladies and Gentlemen, Friends,	女士们、先生们、朋友们：
1.1 Rapid Economic Development	一、经济发展迅速
Ladies and Gentlemen, Friends,	女士们，先生们，朋友们：
Ladies and Gentlemen, Friends,	女士们，先生们，朋友们：
Now, please join me in a toast:	现在，我提议：
Now, please join me in a toast:	现在，我提议，大家共同举杯，
Comprehensively Deepening Reform	四、坚持全面深化改革
Your Excellency Mr. Ban Ki-moon,	尊敬的潘基文先生，
1.2 Robust Cultural Preservation	二、文化保护有力
Violence is displacing dialogue.	暴力正在取代对话。
Human rights are being trampled.	人权遭到践踏。
Writer s Note and Acknowledgments	编写说明与致谢
To stop the lies that cost lives.	制止那些夺走生命的谎言。
– Comprehensively deepening reform	坚持全面深化改革。
Remarks at the Belem Climate Summit	在贝伦气候峰会上的发言
– Pursuing high-quality development	坚持高质量发展。
– Remarks at the 23rd Lanting Forum	在第二十三届蓝厅论坛上的讲话
International law is being flouted.	国际法被公然蔑视。
China always honors its commitments.	中国一向重信守诺、言出必行。
To a productive and fruitful Summit;	为天津峰会取得丰硕成果，
Compilation Notes and Acknowledgments	编写说明与致谢
II. Promoting Global Security for All	二、增进国际共同安全
Publisher s Note and Acknowledgements	编写说明与致谢 引言
2025 10 27 Malaysia, October 27, 2025	2025年10月27日，吉隆坡
Friends from the media, good morning.	各位记者朋友，上午好！
Climate chaos is jeopardizing futures.	气候混乱危及到未来，
Let s save lives and prevent injuries.	让我们守护生命安全，预防伤害发生。
III. Pursuing High-quality Development	三、坚持高质量发展
Ensuring both Development and Security	六、坚持统筹发展和安全
1.3 Enhanced Safeguard for Livelihoods	三、民生保障提质
1.4 Strengthened Ecological Protection	四、生态保护加强
– A Study on the New Era River Strategy	新时代江河战略研究
Every child s circumstances are unique.	每个儿童的境况都不一样。
The China market is huge and promising.	中方持续推进高水平对外开放，同各方在开放联通中相互成就。
We the peoples of the United Nations...	“我联合国人民”
Harmony Between Tradition and Modernity	谱写传统与现代交融的华彩乐章
– Statement at the Virtual BRICS Summit	在金砖国家领导人线上峰会的讲话
Humanity now stands at a new crossroads.	各位同事！
Your Excellency President Lee Jae Myung,	尊敬的李在明总统，
Your Excellency President Lee Jae Myung,	尊敬的李在明总统，
– Ensuring both development and security	坚持统筹发展和安全。
Distinguished Guests, Diplomatic Envoys,	各位嘉宾，各位使节，各位朋友：
This is no time for timidity or retreat.	这绝非是胆怯或退缩的时候。
Yet red lines are crossed with impunity.	然而，红线遭到肆意逾越。
And new dangers lurk in the online world.	新的危险蛰伏在网络世界里。
II. Main Considerations and Basic Content	二、起草建议稿的主要考虑和建议稿的基本内容
– Further improvements in quality of life	人民生活品质不断提高。
The war on ideology is one without smoke.	思想领域的战争没有硝烟。
Tianjin, August 31, 2025 Dear Colleagues,	2025年8月31日，天津
Bilateral investment volumes are growing.	双边投资规模扩大。
From Gaza to Sudan to Myanmar and beyond.	从加沙到苏丹，再到缅甸以及其他地区。
When inclusion is real, everyone benefits.	真正的包容惠及所有人。
1．2  Essence of the New Era River Strategy	12 新时代江河战略的基本内涵
– Upholding the Party s overall leadership	坚持党的全面领导
– Fortifying the National Security Barrier	筑牢国家安全屏障。
Full Text of Xinhua s Interview with Putin	双语：俄罗斯总统普京接受新华社专访 摘要
Peace needs to be fought for and be upheld.	和平需要争取，和平需要维护。
I. Upholding the Party s Overall Leadership	一、坚持党的全面领导
To this end, I wish to make five proposals.	为此，我提5点建议。
Remarks at the 28th ASEAN Plus Three Summit	在第28次东盟与中日韩领导人会议上的讲话
III. Sharing in the Fruits of Modernization	三、妇女共享现代化建设成果
Forging Ahead in Solidarity and Cooperation	摘要 团结合作 砥砺前行
Distinguished Guests, Ladies and Gentlemen,	尊敬的各位同事、各位来宾，
Year after year, life opens a fresh chapter.	岁序更替，华章日新。
Chaos and uncertainty surround us. Division.	混乱与不确定性笼罩全球。
1.1 Background of the New Era River Strategy	11 新时代江河战略的时代背景
In-Depth Low-Carbon Development in Key Areas	三、重点领域低碳发展深入推进
We should focus on solving prominent issues.	我们要着力解决突出问题。
Civilians are bearing the brunt of conflict.	平民首当其冲承受冲突之苦。
Continuous Improvement in People s Wellbeing	九、民生福祉持续增进
To this end, I wish to make three proposals.	我提3点建议。
Ensuring national security is a top priority.	保证国家安全是头等大事。
Message by António Guterres for New Year 2026	双语：古特雷斯秘书长2026新年致辞
1.4 Creating a New Form of Human Civilization	14 创造人类文明新形态
First, we should keep to the right direction.	第一，把握正确方向。
China Foundation for Human Rights Development	中国人权发展基金会
X. Greater Synergy for Xinjiang s Development	十、建设新疆的强大合力不断汇聚
The following is the full text of the message:	全文如下：
– Activating the Genes of Cultural Inheritance	激活文化传承基因。
And the foundations of peace are under strain.	和平的根基岌岌可危。
Poverty and emergencies are stealing education.	贫困和紧急情况侵蚀着教育，
VI. Strong Impetus to Global Climate Governance	六、为全球气候治理注入强大动力
China is a country that honors its commitments.	中国言必信、行必果。
Climate change has become a pressing challenge.	气候变化成为迫在眉睫的课题。
The United Nations is more than an institution.	联合国不只是一个机构。
That s not just a gap – it is a miscalculation.	这不仅是一个资金缺口，更是一种误判。
Assistant Foreign Minister Hong Lei: Thank you.	外交部部长助理 洪磊：谢谢主持人！
This new year, let s rise together: For justice.	在这个新的一年里，让我们砥砺奋进
2.4 Talent-Led Development for Shared Prosperity	四、队伍引领 共同受益
Your Excellencies Heads of State and Government,	尊敬的各国元首、政府首脑，
Significant Progress in Cultural Development IX.	八、文化发展成效显著
2.3 Value System: Universal Values for Deception	2 3 价值体系：“普世价值”瞒天过海
Toast at the Welcoming Banquet of the SCO Summit	在上海合作组织峰会欢迎宴会上的祝酒辞
To the advancement of the SCO s goals and tasks;	为上海合作组织实现宗旨目标，
The following is the full text of the interview:	以下为专访全文：
Now let me first give the floor to Mr. Hong Lei.	下面，我们首先请洪磊先生作介绍。
We continued to embrace the world with open arms.	我们继续敞开胸怀拥抱世界。
Erhai & Dianchi: Let Natural Beauty Stay on Earth	洱海滇池：让自然美景永驻人间
Message by UN Chief for World Children s Day 2025	双语：古特雷斯秘书长2025年世界儿童日致辞
Jointly Building a New Model of Global Leadership	摘要 共建“新型全球领导力”
Third, we should deepen openness and cooperation.	第三，深化开放合作。
Honorable Prime Minister Dato Seri Anwar Ibrahim,	尊敬的安瓦尔总理，
We should continuously build extensive consensus.	我们要持续凝聚广泛共识。
We should reform and improve the system of norms.	我们要改革完善规则体系。
Honorable Prime Minister Dato Seri Anwar Ibrahim,	尊敬的安瓦尔总理，
Further Progress in Democracy and the Rule of Law	六、民主法治建设持续深化
1. Japan: Source of Fascist Aggression in Asia 2.	一法西斯侵略战争亚洲策源地在日本形成
II. Supporting World National Liberation Movement	一重新确立中国在世界上的大国地位
II. Safeguarding the Post-War International Order	二客观展现世界反法西斯战争的完整图景 三正确认识世界人民和中国人民的历史贡献
1．3  Characteristics of the New Era River Strategy	13 新时代江河战略的时代特质
5.2 Sharing China s Experience in River Governance	52 贡献江河治理的中国经验
Appendix: Xi Jinping s Stories of River Governance	附录：习近平的江河治理故事
But right now, children s rights are under attack.	然而，就在当前，儿童权利正受到冲击。
Major countries shoulder special responsibilities.	大国肩上承担着特殊责任，应当秉持命运共同体意识，展现历史主动，推动历史进步。
China s 14th Five-Year Plan period ends this year.	今年是中国“十四五”规划收官之年。
Development is a timeless theme for human society.	发展是人类社会的永恒主题。
V. Contributing to the Global Advancement of Women	五、为全球妇女事业发展贡献中国力量
V. Uniting the Chinese Nation as One Community VI.	五、中华民族共同体建设深入推进
What are your expectations for the upcoming visit?	请问：您对此行有何期待？
Our countries are cooperating closely in industry.	我们两国在工业领域开展紧密合作。
3.3 Joining Hands Toward Eco-Friendly Modernization	33 携手共赴生态友好的现代化
3.2 Coordination: Addressing Development Imbalances	32 协调互促，破解发展不平衡问题
Qinghai Lake: Polishing the Sapphire of the Plateau	青海湖：擦亮高原蓝宝石
The international situation is fluid and turbulent.	越是风高浪急，越要同舟共济。
Message by UN Chief for the United Nations Day 2025	双语：古特雷斯秘书长2025年联合国日致辞
Your Excellency Secretary General Antonio Guterres,	尊敬的古特雷斯秘书长，
1.3 The Real Faces of U.S. Ideological Colonization	1 3 美国思想殖民的现实面孔
Unveiling the Prelude to the World Anti-Fascist War	二揭开世界反法西斯战争的序幕
Message by UN Chief for World Humanitarian Day 2025	双语：古特雷斯秘书长2025年世界人道主义日致辞
Chinese President Xi Jinping s 2026 New Year Message	国家主席习近平二〇二六年新年贺词
Our future depends on our collective courage to act.	我们的未来，取决于我们付诸行动的共同勇气。
National High-Level Think Tank of Xinhua News Agency	新华社国家高端智库
National High-Level Think Tank of Xinhua News Agency	新华社国家高端智库
Chapter 2: Protection First: Revitalizing the Rivers	第二章 坚持保护优先 让江河焕发生机
2．2  Scientifically Ensuring Water Resource Security	22 科学保障水资源安全
The Grand Canal: Millennium Waterway, New Life Today	大运河：千年古“运”新生
I. Bringing New Opportunities for Global Development	、一、提供世界发展新机遇
Remarks by Ding Xuexiang at the Belem Climate Summit	双语：丁薛祥在贝伦气候峰会上的发言 摘要
Your Excellency President Luiz Inacio Lula da Silva,	尊敬的卢拉总统，
I.Deeply Understanding the?Major Significance of GGI	一、深刻领会全球治理倡议的重大意义
II. Accurately Grasping the Full Connotations of GGI	二、准确把握全球治理倡议的丰富内涵
Your Excellency President Luiz Inácio Lula da Silva,	尊敬的卢拉总统，
Message by UN Chief for the International Women s Day	双语：古特雷斯秘书长2026年国际妇女节致辞
Hutuo River: From Sandstorm Source to Scenic Landmark	滹沱河：从风沙源变成“风景线”
To this end, I would like to make three propositions.	在此，我愿提3点建议。
To this end, I would like to make three propositions.	为此，我提3点建议。
It gives me great pleasure to attend today s meeting.	很高兴出席今天的会议。
3.1 Value Orientation Rooted in Respect for Tradition	一、以尊重传统为前提的价值形态
III. Defending International Fairness and Justice IV.	二、坚决维护战后国际秩序 一坚定维护以联合国为核心的国际体系
When we are not equal under the law, we are not equal.	法律面前若无平等，则无真正平等。
5.1 Creating Models for International River Governance	51 打造国际河流治理典范
Taihu Lake: Singing the Beauty of Taihu in the New Era	太湖：唱响新时代“太湖美”
– Significant achievements in high-quality development	高质量发展取得显著成效。
– Notable cultural and ethical progress across society	社会文明程度明显提升。
Yet cities are where solutions can take root and grow.	然而，城市正是各种解决方案可落地生根并发展完善之地。
Gandhi not only spoke of these ideals – he lived them.	甘地不仅宣扬这些理想，更以身践行。
What is missing is political will – and moral courage.	缺少的是政治意愿，以及道德勇气。
2.1 Safeguarding the Safe and Stable Flow of the Rivers	21 全力守护江河安澜
2.4 Protecting, Inheriting, and Promoting Water Culture	24 保护传承弘扬水文化
West Lake: Letting Cultural Heritage Benefit the Public	杭州西湖：让“文化遗产惠及大众”
III. Leading the Reform of the Global Governance System	三、引领全球治理体系变革完善
Building an Inclusive Open Asia-Pacific Economy for All	摘要 共建普惠包容的开放型亚太经济
Full Text: Remarks by Wang Yi at the 23rd Lanting Forum	双语：王毅在第二十三届蓝厅论坛上的讲话
CPC s Governance of Xinjiang: Progress and Achievements	二、中国共产党治理新疆的光辉历程
But today, we are also witnessing a dangerous new trend.	但在当下，我们正目睹危险的新趋势。
IV. Hong Kong: From Disorder to Stability and Prosperity	四、香港实现由乱到治走向由治及兴
To build a sound ecology is vital for humanity s future.	“建设生态文明关乎人类未来。
National High-Level Think Tank of the Xinhua News Agency	新华社国家高端智库
1．2  Main Pillars and Core Elements of Global Leadership	12 “全球领导力”的主要支柱与核心要素
National High-Level Think Tank of the Xinhua News Agency	新华社国家高端智库
2.3 Resource Development and Culture-Tourism Integration	三、资源开发 文旅融合
Its practical significance lies in three key dimensions:	其实践功能主要在于：
I. Development of China s Endeavors Concerning Women II.	一、全面开拓中国妇女事业发展之路
2.4  The Propaganda System: Multi-Channel Indoctrination	2 4 传播体系：多重渠道立体灌输
National High-Level Think Tank of the Xinhua News Agency	新华社国家高端智库
III. Promoting the Building of a New International Order	二锤炼坚强的领导力量
How would you describe President Xi Jinping as a leader?	在您的眼中，习近平主席是一位什么样的领导人？
Full Text of President Xi Jinping s 2026 New Year Message	注：关注公众号回复 香港维护国家安全，获取全文。
People everywhere are asking: Are leaders even listening?	世界各地的人们都在追问：领导者们是否在充耳不闻？
Yundang Lake: From a Malodorous Pond to the City s Parlor	筼筜湖：昔日“臭水湖” 今朝“城市会客厅”
Mulan Stream: From a Flood Menace to a Safe, Clear Stream	木兰溪：从水患之河到安澜清波
V. Building a Community with a Shared Future for Humanity	五、推动构建人类命运共同体
2.1 Policy Support for Quality and Efficiency Enhancement	一、政策支持 提质增效
2.5 Content System: Multiple Forms of Covert Infiltration	2 5 内容体系：多种形态隐性渗透
3.1 Eroding Ideologies and Subverting Foreign Governments	3 1 侵蚀意识形态，颠覆他国政权
All this will help shape a fairer multipolar world order.	所有这些都将有助于构建更加公正的多极世界秩序。
To protect every aid worker – and invest in their safety.	保护每一名援助工作者，并为保障他们的安全作出投资。
Position and Policies: China s Arms Control in the New Era	二、新时代中国军控的政策立场
Peace and development are eternal themes of human society.	和平与发展是人类社会永恒的主题。
China Institute of Water Resources and Hydropower Research	水利部中国水利水电科学研究院
Notable Progress in Green and Low-Carbon Energy Transition	二、能源绿色低碳转型取得显著成效
Green and low-carbon transition is the trend of the times.	绿色低碳转型是时代潮流。
Twenty years ago, the EAS was inaugurated in Kuala Lumpur.	20年前，东亚峰会在吉隆坡诞生。
A few days ago, we just celebrated the United Nations Day.	几天前，我们刚刚庆祝了联合国日。
IV. Stronger Foundations for Stability, Peace and Security	四、社会稳定和长治久安基础更加稳固
I. Propelling the Chinese Nation toward Great Rejuvenation	一、推动中华民族走向伟大复兴的历史转折
As we enter the new year, the world stands at a crossroads.	当我们迈入新的一年之际，世界正处在抉择关头。
And I urge everyone who hears this message: Play your part.	我也恳请所有听到这份致辞的人尽己之责。
1.2 Providing a New Pathway to Modernization in the New Era	12 提供了新时代现代化建设新路径
Harnessing Rivers for National Prosperity, Public Wellbeing	安澜兴邦 利民之道
Chapter 4: The Chinese Wisdom in the New Era River Strategy	第四章 新时代江河战略蕴含的中国智慧
This year, historical memories have remained vividly alive.	这一年，历史的记忆格外鲜活。
The key to addressing climate change lies in taking action.	应对气候变化，关键在于行动。
Economic globalization is an irresistible trend of history.	经济全球化是不可阻挡的历史潮流。
1.2 Historical Context of U.S. Colonization of the Mind 1.3	1 2 美国思想殖民的历史脉络
Leading International Security Governance in Emerging Fields	四、引领新兴领域国际安全治理
Prosperity and decline often alternated in quick succession.	历史上很多兴和衰都是连着发生的。
Full Text: Jointly Building a New Model of Global Leadership	双语：共建“新型全球领导力”迈向更加公正合理全球治理体系的共同行动
V. Continuous Consolidation of Support and Safeguard Systems	五、支撑保障体系不断夯实
Second, we should translate climate commitments into action.	第二，落实气候行动。
H.E. Xi Jinping, President of the People s Republic of China	中华人民共和国主席 习近平
H.E. Xi Jinping, President of the People s Republic of China	在亚太经合组织工商领导人峰会上的书面演讲 中华人民共和国主席 习近平
H.E. Xi Jinping, President of the People s Republic of China	中华人民共和国主席 习近平
This year marks the 10th anniversary of the Paris Agreement.	今年是巴黎协定达成10周年。
Yet funding to reduce repercussions remains dangerously low.	然而，用于减轻不利影响的资金仍然严重不足，已达到危险水平。
China will continue to increase input in global development.	中国将继续加大对全球发展的投入。
H.E. Xi Jinping, President of the People s Republic of China	中华人民共和国主席 习近平
H.E. Xi Jinping, President of the People s Republic of China	中华人民共和国主席 习近平
To the health of all distinguished guests and your families.	为各位来宾和家人的健康，
To end arms flows to parties that violate international law.	制止武器流向违反国际法的各方。
The year 2026 marks the beginning of the 15th Five-Year Plan.	2026年是“十五五”开局之年。
People with disabilities drive progress that benefits us all.	残疾人推动的进步惠及我们所有人。
Joining Hands to Advance Toward an Eco-Friendly Modernization	携手迈向生态友好的现代化
The future is defined by how we care for the next generation.	未来取决于我们如何关爱下一代。
Concrete efforts are better than empty rhetoric and inaction.	坐而论道不如起而行之。
Mr. Siddharth Chatterjee, U.N. Resident Coordinator to China,	尊敬的常启德协调员，
– Implementing a Human Rights–Centered Development Philosophy	践行人权发展理念。
We are witnessing a troubling erosion of our shared humanity.	我们正在目睹共同人性遭受侵蚀，这一趋势令人深感忧虑。
Full Text of President Xi s Statement at Virtual BRICS Summit	双语：习近平在金砖国家领导人线上峰会的讲话
These revelations provoked a widespread international outcry.	国际社会一片哗然。
Legal discrimination can shape every aspect of a woman s life.	法律歧视可能影响女性生活的方方面面。
All, while conflict rages at levels unseen since World War II.	与此同时，冲突正以二战以来前所未见的激烈程度持续蔓延。
I. Grim Realities: International Security and Arms Control II.	一、国际安全和军控形势复杂严峻
1.1 Opening a New Horizon for Sustainable Development Theories	11 开辟了可持续发展理论的新境界
We must unite to build a safe and equal world for every child.	我们必须团结起来，为每个儿童建立一个安全、平等的世界。
What we choose will profoundly affect the future of the world.	何去何从将深刻影响世界的未来。
Changes engender opportunities, and challenges bolster morale.	变局蕴含机遇，挑战激发斗志。
Third, we should jointly cultivate new drivers of development.	三是共同培育壮大发展新动能。
International trade is a key engine for world economic growth.	国际贸易是世界经济增长的关键引擎。
– Rural Development and Cultural Inheritance in China s Xizang	中国西藏的乡村发展与文化传承
3.2 Development Philosophy Centered on Human Rights Protection	二、以保障人权为核心的发展理念
3.2  Planting Cognitive Wedges and Provoking Regional Conflict	3 2 嵌入认知楔子，挑拨地缘冲突
General Secretary Xi Jinping will deliver an important speech.	习近平总书记将发表重要讲话。
Many of these unjust laws have been on the books for centuries.	许多不公法律已存在数百年之久。
We joined hands to build a better life and enjoyed it together.	我们共创共享美好生活。
On this new year, let s resolve to get our priorities straight.	在新的一年里，让我们下定决心，理清我们的轻重缓急。
Chapter 1: Background and Essence of the New Era River Strategy	第一章 新时代江河战略的时代背景和基本内涵
– Major new strides in advancing the Beautiful China Initiative	美丽中国建设取得新的重大进展。
IV. Advancing Women s Development to the Forefront of the Times	四、推动妇女走在时代前列
1.5 Underlying Motivations of U.S. Pursuit of Mind Colonization	1 5 美国实施思想殖民的深层动因
Since 2021, bilateral trade has grown by about USD 100 billion.	自2021年以来，贸易额增长约1000亿美元。
To strengthen accountability and bring perpetrators to justice.	加强追责，将肇事者绳之以法。
To every young person: your voice, ideas and leadership matter.	致每一位年轻人：你的声音、想法和领导力很重要。
3.5 Co-building & Sharing: Extending Development Benefits to All	35 共建共享，让发展成果惠及广大人民
Carbon Peaking and Carbon Neutrality China s Plans and Solutions	碳达峰碳中和的中国行动
The year 2025 marks the 10th anniversary of the Paris Agreement.	2025年是巴黎协定达成十周年。
Third, we should take the lead in promoting win-win cooperation.	第三，带头坚持合作共赢。
– Remarks at Session I of the 32nd APEC Economic Leaders Meeting	在亚太经合组织第三十二次领导人非正式会议第一阶段会议上的讲话
– Further advances in strengthening the national security shield	国家安全屏障更加巩固。
The GGI represents a most powerful statement of multilateralism.	全球治理倡议最坚定的立场，就是高举多边的旗帜。
Full Text: Address by Cai Wei Celebrating the United Nations Day	双语：蔡伟在“联合国日”庆祝活动上的致辞
VII. High-Quality Development and High-Standard Opening Up VIII.	七、高质量发展和高水平开放协同共进
H.E. Han Zheng, Vice President of the People s Republic of China	中华人民共和国副主席 韩正
To conclude, I wish this year s CAEXPO and CABIS a full success.	最后，衷心祝愿本届中国东盟博览会和中国东盟商务与投资峰会圆满成功！
Your unwavering hard work has made our nation thrive and prosper.	大家拼搏进取、耕耘奉献，铸就了欣欣向荣的中国。
Research Center for Xi Jinping Thought on Ecological Civilization	习近平生态文明思想研究中心
2．3  Systematically Governing Water Ecology and Water Environment	23 系统治理水生态水环境
4.3 Combining Rule of Law with Rule of Virtue in Water Governance	43 坚持依法治水和以德治水相结合
Chapter 5: The Global Resonance of China s New Era River Strategy	第五章 新时代江河战略的世界回响
This year, the call of the future has been exceptionally fervent.	这一年，未来的呼唤格外热烈。
– Remarks at Session II of the 32nd APEC Economic Leaders Meeting	在亚太经合组织第32次领导人会议第二阶段发言
– Fresh breakthroughs in further deepening reform comprehensively	进一步全面深化改革取得新突破。
A city is more than bricks and mortar. It is the promise of home.	城市不只是砖瓦水泥，它承载着家的希望。
This is our shared, unwavering position with our Chinese friends.	这是我们与中国朋友共同的坚定立场。
We continue our joint efforts to reduce bilateral trade barriers.	我们继续努力降低相互贸易壁垒。
"Message by Khaled El-Enany for the International Women s Day 2026"""	双语：阿纳尼总干事2026年国际妇女节致辞
III. Playing a Constructive Role in International Arms Control IV.	三、建设性参与国际军控进程
3.4 Expansion of Opening-up: Forging Link Within and Beyond Basins	34 扩大开放，构建流域内外联动格局
3.1 Multilateral Mechanisms: Addressing Challenges Through Reforms	31 多边机制：以改革之举应对挑战
As the saying goes, He who knows the past understands the present.	“往古者，所以知今也。”
2.2 Living Heritage Preservation and Innovation-Driven Development	二、活态传承 创新发展
Chapter 2: The Operational System of U.S. Colonization of the Mind	第二章 美国思想殖民的实践体系
And in every corner of the world young people are leading the way.	在世界每个角落，年轻人正在引领潮流。
Only a strong Communist Party of China can make our country strong.	党兴方能国强。
The dream lofty, the journey long – bold strides will get us there.	山海寻梦，不觉其远；前路迢迢，阔步而行。
Yet too often, they are denied a seat at the decision-making table.	然而，他们往往被排除在决策桌之外。
1．3  Contributing a New Solution to Global Environmental Governance	13 贡献了全球环境治理的新方案
And how can development and protection be balanced and coordinated?	发展与保护要如何统筹兼顾？
4.1 Coordinating High-Quality Development and High-Level Protection	41 统筹推进高质量发展和高水平保护
Water is the source of all life, existence, and human civilization.	水是万物之母、生存之本、文明之源。
The Critical Stage Toward Basically Realizing Chinese Modernization	摘要 基本实现中国式现代化的关键阶段
1.1 Conceptual Characteristics of U.S. Colonization of the Mind 1.2	1 1 美国思想殖民的概念特征
As for the Russian-Chinese talks, these will take place in Beijing.	至于俄中会谈，将在北京举行。
Hong Lei: Love for peace is in the lifeblood of the Chinese nation.	洪磊：爱好和平融入中华民族的血脉。
As the new year begins, I extend my best wishes to you from Beijing!	在新年到来之际，我在北京向大家致以美好的祝福！
Truth illuminates the path forward and lights the way to the future.	真理照见前路、启迪未来。
This year, the challenges of reality have been exceptionally severe.	这一年，现实的挑战格外严峻。
Pushing with Full Strength for Result-Oriented Implementation of GGI	三、全力推进全球治理倡议落实见效
And resilience must be embedded into the foundations of development.	必须将抗灾能力深植于发展的基础之中。
To the health of all the guests, comrades and friends present today.	为在座各位来宾、各位同志、各位朋友的健康，
Chapter 3: The Influence and Perils of U.S. Colonization of the Mind	第三章 美国思想殖民的影响危害
I. Establishing the First Large-Scale World Anti-Fascist Battlefield	一、开辟第一个大规模世界反法西斯战场
Providing Important Strategic Support for the World Anti-Fascist War	三、世界反法西斯战争的重要战略支撑
I. Upholding and Promoting a Correct Historical View of World War II	一、坚持和弘扬正确二战史观 一坚决反对美化侵略、歪曲历史的错误言行
President Xi Jinping delivered an important speech at the gathering.	习近平主席发表重要讲话。
On this World Humanitarian Day, let s honour the fallen with action:	值此世界人道主义日之际，让我们用行动向逝者致敬：
In more than 40 countries, marital rape is not recognized as a crime.	在40多个国家，婚内强奸不被视为犯罪。
It is time to make justice a reality for women and girls, everywhere.	现在正是让全世界妇女和女童切实享有正义的时刻。
3.1 Contributing China s Experience to Global Sustainable Development	31 为全球可持续发展贡献中国经验
Chapter 3: Taking Rivers as Links to Promote High-Quality Development	第三章 以江河为纽带 推进高质量发展 3
While some nations subtract from global leadership, others add to it.	本报告尝试运用辩证唯物主义和历史唯物主义的方法分析“全球领导力赤字”的世界政治思潮背景与政治经济根源：一是美国陷入右翼民粹主义思想迷局，成为“全球领导力赤字”不断扩大的首要根源；二是“全球领导力赤字”亦是“双重张力”下的产物，即时代危机激增与治理能力萎缩之间的张力以及世界“经济基础”和“上层建筑”之间的张力。
It is my great pleasure to celebrate with you the United Nations Day.	很高兴出席“联合国日”庆祝活动。
Sovereign equality is a basic norm governing international relations.	奉行主权平等，推进共同参与的全球治理。
3.3 Goal Orientation Toward Comprehensive and Coordinated Development	三、以全面协调发展为目标取向
Message by UN Secretary-General António Guterres on World Habitat Day	联合国秘书长安东尼奥古特雷斯世界人居日致辞
Boosting the Well-Rounded Development of Women as a National Campaign	二、把促进妇女全面发展作为国家行动
1.4 1.4 Basic Conditions of the U.S. Pursuit of Mind Colonization 1.5	1 4 美国实施思想殖民的基础条件
2.1  Strategic System: Historical Iterations and In-depth Development	2 1 战略体系：历史迭代与纵深拓展
